phase,planner_type,coordination,num_bots,noise_level,n,coverage_mean,coverage_std,steps_mean,collisions_mean,path_eff_mean,success_mean,runtime_mean
P5_full_matrix,reactive,basic,5,mid,3,0.23939999999999997,0.13678863256864587,250.0,18.333333333333332,0.0429,0.0,1.351871411005656
P5_full_matrix,reactive,none,1,0,3,0.0515,0.04664236271888464,250.0,0.3333333333333333,0.042633333333333336,0.0,0.4574573040008545
P5_full_matrix,reactive,none,1,high,3,0.04546666666666666,0.06364285767730211,250.0,1.3333333333333333,0.036399999999999995,0.0,0.44861753781636554
P5_full_matrix,reactive,none,1,low,3,0.06060000000000001,0.05326424692042497,250.0,0.6666666666666666,0.0487,0.0,0.47204120953877765
P5_full_matrix,reactive,none,1,mid,3,0.03333333333333333,0.042948496287219806,250.0,1.0,0.026766666666666664,0.0,0.4539368947347005
P5_full_matrix,reactive,none,3,0,3,0.08483333333333333,0.08247213670891117,250.0,4.666666666666667,0.023433333333333334,0.0,0.8514436880747477
P5_full_matrix,reactive,none,3,high,3,0.12119999999999999,0.10535601549033637,250.0,3.6666666666666665,0.03316666666666667,0.0,0.8147703806559244
P5_full_matrix,reactive,none,3,low,3,0.09699999999999999,0.08400446416709055,250.0,5.0,0.026333333333333334,0.0,0.8699567317962646
P5_full_matrix,reactive,none,3,mid,3,0.11816666666666666,0.03275505050115681,250.0,7.333333333333333,0.0319,0.0,0.8632134596506754
P5_full_matrix,reactive,none,5,0,3,0.17573333333333332,0.07940845882733989,250.0,9.666666666666666,0.028833333333333336,0.0,1.3021482626597087
P5_full_matrix,reactive,none,5,high,3,0.1727,0.08330468174118429,250.0,9.0,0.028166666666666663,0.0,1.2701410452524822
P5_full_matrix,reactive,none,5,low,3,0.23936666666666664,0.07405790527238354,250.0,10.333333333333334,0.0387,0.0,1.344347397486369
P5_full_matrix,reactive,none,5,mid,3,0.18786666666666665,0.09461973014828003,250.0,8.333333333333334,0.0309,0.0,1.2828484376271565
